	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
11	0.685362528	0.683704555	0.659964264	0.686496385	0.633955844	0.620866183	0.636235155	0.668030964	0.669069876	0.665648563	0	0.663233446	0.690361516	0.667786431	0.634022841	0.647402612	0.692128542	0.685335832	0.666700188	0.682223413	0.716466545	0.708506632	0.690900539	0.679000941	0.691029518	0.636192151	0.672848738	0.6353874	0.641882066	0.668124629	0.651799876	0.674923031	0.679855768	0.689269908	0.643540745	0.656462285	0.665755638	0.704821328	0.65189285	0.705116528	0.674410192	0.621368688	0.663595095	0.649792369	0.674746889	0.609952268	0.619054446	0.638885503	0.667852539	0.675256945	0.68455979	0.720698057	0.663544088	0.717678914	0.671266835	0.689557378	0.678766275	0.614512102	0.622261909	0.708208776	0.632566577	0.645110285	0.688616976
12	0.600018408	0.631217515	0.661525841	0.644645135	0.663465732	0.678717562	0.63230065	0.709442632	0.631412033	0.74326622	0.663233446	0	0.657902845	0.710783731	0.682229082	0.689694795	0.636812332	0.618669357	0.648131247	0.645854645	0.680448956	0.654028575	0.669282717	0.605265482	0.647986324	0.630466254	0.567665166	0.680000991	0.633480635	0.631500437	0.590001583	0.596347947	0.613801804	0.623774252	0.66040378	0.638666594	0.635715246	0.632715722	0.630244838	0.645459204	0.721803536	0.701665922	0.726958952	0.689296295	0.610038438	0.640757458	0.601975173	0.700355331	0.708180239	0.708399484	0.747164861	0.766306719	0.723846044	0.743756183	0.742866141	0.611612618	0.629731209	0.708282479	0.676879027	0.750253404	0.625110948	0.706152265	0.718721372
13	0.68002268	0.715544761	0.621841731	0.670192261	0.656567205	0.638263001	0.602101073	0.696456874	0.649757982	0.706911828	0.690361516	0.657902845	0	0.708645492	0.718886378	0.695099246	0.657020281	0.719111653	0.612767862	0.643929802	0.722907997	0.668896668	0.641248184	0.656041857	0.701067226	0.560651942	0.640816023	0.624847718	0.531572604	0.637071264	0.644261622	0.70487059	0.679887971	0.657017127	0.66945308	0.574129395	0.682002297	0.705499328	0.69964985	0.728066497	0.692242976	0.673137823	0.723199279	0.694584576	0.653389056	0.641122108	0.542785658	0.696344682	0.706497792	0.748406587	0.754227387	0.772115156	0.714885868	0.761600526	0.743153745	0.665261602	0.685021482	0.681351901	0.647114894	0.76045372	0.654800344	0.664486146	0.732928981
14	0.718167171	0.771440581	0.703115749	0.762481581	0.558074279	0.610796657	0.701802923	0.583781663	0.748823844	0.598596054	0.667786431	0.710783731	0.708645492	0	0.512335666	0.580744732	0.760879723	0.742564758	0.732221254	0.75736491	0.802069809	0.790644	0.722980058	0.717740526	0.753891336	0.699979883	0.693290284	0.64341282	0.679879742	0.65203044	0.725711075	0.752956034	0.715992314	0.749303968	0.586037467	0.733159126	0.735991832	0.780502474	0.70652299	0.757992935	0.528840554	0.566227218	0.560426796	0.531928921	0.713585254	0.599120665	0.692448105	0.580769681	0.542371608	0.60324583	0.579140042	0.593868972	0.522506293	0.549323137	0.571406777	0.725967382	0.714515748	0.637330532	0.587809752	0.586602493	0.658778516	0.644825018	0.710932733
15	0.712067041	0.721407633	0.692180856	0.731207658	0.624320209	0.636594946	0.699210595	0.639669259	0.726787727	0.630575697	0.634022841	0.682229082	0.718886378	0.512335666	0	0.587335488	0.738919377	0.725177872	0.713509615	0.726171221	0.75572766	0.758069171	0.711823425	0.689621407	0.721828683	0.691385878	0.685757754	0.663731503	0.685573554	0.676535622	0.700227178	0.70234084	0.692124758	0.725119135	0.621397796	0.696858963	0.708571407	0.74067119	0.67822869	0.722869261	0.578411612	0.603526632	0.611885539	0.57452116	0.697865418	0.593389818	0.671323438	0.616883073	0.552667499	0.593062691	0.59409678	0.614201905	0.554503402	0.572072399	0.58030935	0.703003748	0.70575139	0.659456989	0.604669227	0.563867941	0.667984308	0.661646783	0.712742193
16	0.682430753	0.752551759	0.693594776	0.7320233	0.559843536	0.597564379	0.682890906	0.613848965	0.719895555	0.632728417	0.647402612	0.689694795	0.695099246	0.580744732	0.587335488	0	0.744822207	0.702937499	0.708609497	0.733564618	0.788262958	0.761570779	0.708445974	0.668845491	0.73399408	0.683551939	0.684595429	0.62240398	0.654914636	0.637185019	0.6927613	0.72814991	0.669713012	0.732435713	0.57886912	0.707789831	0.725597534	0.746214315	0.668715682	0.715848188	0.609114358	0.597393886	0.605821997	0.564448352	0.686032358	0.586696617	0.692924819	0.571090933	0.52200957	0.602614734	0.55901278	0.608397228	0.618961608	0.59257423	0.628326275	0.676502046	0.675247092	0.656487492	0.61540161	0.583173704	0.620990958	0.624599467	0.668900918
17	0.625966386	0.594067182	0.662200311	0.550757916	0.736065876	0.690722162	0.615678518	0.747385986	0.560901839	0.773172355	0.692128542	0.636812332	0.657020281	0.760879723	0.738919377	0.744822207	0	0.6344955	0.618477748	0.605991461	0.602847724	0.596770111	0.676337397	0.658827005	0.619594507	0.632487942	0.696857438	0.71681648	0.663640385	0.741247938	0.674286814	0.612427872	0.686830527	0.546871936	0.737864602	0.599963968	0.639927422	0.617860955	0.674382437	0.656060721	0.760534029	0.727266976	0.781208371	0.747443687	0.61886592	0.688033818	0.608718153	0.764337897	0.756613023	0.76566019	0.801861553	0.812580753	0.767668217	0.801374921	0.785896989	0.704452234	0.667397669	0.738026668	0.69937783	0.801059059	0.719419631	0.761421564	0.801415774
18	0.577715955	0.646452393	0.699046969	0.633278988	0.716916699	0.718113362	0.668732136	0.738080017	0.61763223	0.760826338	0.685335832	0.618669357	0.719111653	0.742564758	0.725177872	0.702937499	0.6344955	0	0.704755804	0.676375681	0.67912942	0.694631026	0.707598009	0.651777642	0.642614473	0.689441202	0.636059843	0.717747695	0.694609876	0.665971315	0.618988731	0.571687253	0.60574716	0.633076514	0.705933206	0.687398973	0.639383851	0.655794776	0.614548301	0.571116702	0.765882872	0.733578205	0.74739498	0.739093698	0.592413213	0.682735492	0.687657767	0.734451251	0.721379747	0.733184425	0.764781158	0.781376121	0.764070304	0.760999542	0.759838149	0.612890879	0.579579442	0.718949106	0.729412193	0.763530481	0.642934504	0.740028524	0.736332231
19	0.674030985	0.593120785	0.579110997	0.661258413	0.706715652	0.653204715	0.632212355	0.745196382	0.643071292	0.751153062	0.666700188	0.648131247	0.612767862	0.732221254	0.713509615	0.708609497	0.618477748	0.704755804	0	0.543025006	0.632305643	0.557420738	0.59999573	0.641709881	0.596237614	0.639236628	0.693417339	0.693141146	0.619776133	0.721198369	0.637056393	0.688131749	0.703918473	0.617186574	0.726748944	0.615431202	0.621609205	0.631643541	0.699972623	0.730234932	0.730198372	0.694045593	0.774384104	0.695170697	0.674428879	0.663210825	0.58370566	0.745688269	0.724191719	0.753176241	0.777626189	0.770557192	0.723300524	0.783646358	0.759627287	0.700253618	0.693105257	0.719512868	0.646636359	0.776707608	0.706192928	0.731469194	0.78325115
20	0.6578349	0.552044205	0.528980844	0.625684048	0.716104014	0.689155748	0.613635872	0.74501075	0.619828809	0.769281942	0.682223413	0.645854645	0.643929802	0.75736491	0.726171221	0.733564618	0.605991461	0.676375681	0.543025006	0	0.572311534	0.547353069	0.565791384	0.600217704	0.572388261	0.636906102	0.680295772	0.713244028	0.643614326	0.727233611	0.643334883	0.655804478	0.695072117	0.607573935	0.72583088	0.600188546	0.578629229	0.571376693	0.700778833	0.703274258	0.736910196	0.709323099	0.786293263	0.732672035	0.615801173	0.677267466	0.605251671	0.756554531	0.733035018	0.765428324	0.788666607	0.792786303	0.737311843	0.799365659	0.771704526	0.703546047	0.686043048	0.723283223	0.687895699	0.795522368	0.716848488	0.743919592	0.789140695
21	0.681127928	0.546138372	0.665753046	0.62542155	0.78169112	0.759800311	0.688100989	0.792920076	0.611633035	0.809772479	0.716466545	0.680448956	0.722907997	0.802069809	0.75572766	0.788262958	0.602847724	0.67912942	0.632305643	0.572311534	0	0.525352834	0.675562269	0.659059054	0.601358135	0.687222008	0.751373058	0.795284521	0.734947578	0.791280489	0.706783298	0.664485698	0.730581101	0.587436119	0.782894812	0.659067853	0.622716095	0.534718165	0.714955448	0.680823135	0.790763503	0.764742586	0.817265486	0.779746377	0.664176863	0.736761195	0.67280865	0.811546168	0.780508847	0.78356222	0.825932413	0.823346231	0.778736557	0.82922363	0.812898878	0.743690093	0.713040141	0.793081906	0.74654195	0.824430865	0.75985621	0.812028816	0.833762089
22	0.674354613	0.547859134	0.618259664	0.620543238	0.757453997	0.712635027	0.637117435	0.780705247	0.613408806	0.79673263	0.708506632	0.654028575	0.668896668	0.790644	0.758069171	0.761570779	0.596770111	0.694631026	0.557420738	0.547353069	0.525352834	0	0.635171222	0.648397563	0.597544068	0.671750543	0.722443215	0.740699012	0.688167848	0.758649504	0.68135445	0.686290283	0.727422762	0.582790427	0.762915901	0.629799134	0.595192515	0.564166122	0.711487598	0.700271284	0.783880662	0.75258526	0.810646719	0.767908798	0.674493616	0.722899515	0.635669351	0.791973337	0.771895121	0.789684938	0.812359725	0.818911863	0.775438463	0.824408666	0.810719847	0.737315522	0.71386493	0.780454266	0.71966943	0.822917354	0.739534503	0.779851475	0.820056329
23	0.699224757	0.623108587	0.54441937	0.692836818	0.692572607	0.681546187	0.638282847	0.717841716	0.67639751	0.75088515	0.690900539	0.669282717	0.641248184	0.722980058	0.711823425	0.708445974	0.676337397	0.707598009	0.59999573	0.565791384	0.675562269	0.635171222	0	0.62469279	0.632402021	0.674817124	0.682404292	0.6962404	0.661351773	0.69056704	0.652450402	0.688276301	0.691422693	0.690667211	0.702349977	0.677180639	0.612093051	0.657546843	0.708460241	0.734143601	0.725982974	0.679273644	0.760346618	0.714198127	0.645281655	0.670812903	0.629036528	0.731388146	0.697661584	0.740754216	0.759626837	0.766552983	0.704189119	0.766479064	0.751136279	0.684848984	0.682472002	0.722386827	0.67484547	0.77131863	0.702747526	0.70697153	0.751873359
24	0.622739242	0.631111811	0.647717256	0.651898976	0.687526592	0.686674752	0.64336896	0.727797203	0.645376898	0.754179618	0.679000941	0.605265482	0.656041857	0.717740526	0.689621407	0.668845491	0.658827005	0.651777642	0.641709881	0.600217704	0.659059054	0.648397563	0.62469279	0	0.627300587	0.649473494	0.640956693	0.689561872	0.641083089	0.661247431	0.620226566	0.623480123	0.623092942	0.619879976	0.66470858	0.648020706	0.62308443	0.636132011	0.64272135	0.656750542	0.736419233	0.701583921	0.734440111	0.711259931	0.624845007	0.653434002	0.643156489	0.70542707	0.674573153	0.720096098	0.737418608	0.769577053	0.711690204	0.74749489	0.753026288	0.644065674	0.625560604	0.710627424	0.681355863	0.745703729	0.646909823	0.710903694	0.739955496
25	0.638113487	0.562550336	0.612808162	0.643464542	0.732735563	0.709174254	0.662747924	0.756696369	0.64427228	0.77010333	0.691029518	0.647986324	0.701067226	0.753891336	0.721828683	0.73399408	0.619594507	0.642614473	0.596237614	0.572388261	0.601358135	0.597544068	0.632402021	0.627300587	0	0.669540179	0.677222317	0.744025253	0.676786022	0.722480507	0.62794478	0.616965138	0.662733734	0.610426259	0.72919143	0.674759546	0.538782197	0.57971872	0.684221971	0.650910301	0.756270689	0.729120843	0.775068206	0.749717143	0.660160665	0.68659389	0.645473517	0.763978664	0.732989386	0.746247725	0.775155105	0.786882688	0.732272122	0.788028969	0.78105173	0.659528871	0.645770278	0.747474038	0.729340311	0.781832134	0.701169356	0.775592136	0.774480471
26	0.663108096	0.678761835	0.656675818	0.645018303	0.663139528	0.625268308	0.609516564	0.692943398	0.652814242	0.698492727	0.636192151	0.630466254	0.560651942	0.699979883	0.691385878	0.683551939	0.632487942	0.689441202	0.639236628	0.636906102	0.687222008	0.671750543	0.674817124	0.649473494	0.669540179	0	0.632832699	0.634153921	0.566454384	0.644775256	0.630510032	0.685115918	0.670922478	0.640135056	0.664073529	0.588875811	0.647555869	0.686224273	0.681415251	0.703666352	0.689857791	0.664289234	0.717089812	0.687200549	0.644989162	0.62801664	0.563553719	0.694932769	0.708245194	0.70772366	0.727766223	0.744089132	0.704512755	0.742353916	0.724522045	0.667569359	0.657990775	0.658079659	0.643102315	0.746427855	0.657520826	0.66162456	0.727339389
27	0.619434907	0.696899696	0.662459593	0.668994677	0.665117556	0.665662185	0.632542212	0.701167572	0.694266386	0.70953471	0.672848738	0.567665166	0.640816023	0.693290284	0.685757754	0.684595429	0.696857438	0.636059843	0.693417339	0.680295772	0.751373058	0.722443215	0.682404292	0.640956693	0.677222317	0.632832699	0	0.643745839	0.597494854	0.540425656	0.580406107	0.632678195	0.616462235	0.678439054	0.614988023	0.646091815	0.660172488	0.705498943	0.600097467	0.668293184	0.71803565	0.681213723	0.700697931	0.695503841	0.625608663	0.632660644	0.625140503	0.680673932	0.690901063	0.697686456	0.713487321	0.750563406	0.703790496	0.723503223	0.721580457	0.567471684	0.60233597	0.65872368	0.667735182	0.731069857	0.581657736	0.666803623	0.652146719
28	0.686564418	0.755179123	0.681652782	0.705007017	0.598925089	0.563034339	0.608369708	0.637120953	0.70702014	0.623452435	0.6353874	0.680000991	0.624847718	0.64341282	0.663731503	0.62240398	0.71681648	0.717747695	0.693141146	0.713244028	0.795284521	0.740699012	0.6962404	0.689561872	0.744025253	0.634153921	0.643745839	0	0.568774998	0.614605976	0.698149505	0.724358822	0.681571312	0.705494094	0.585515783	0.656872541	0.744362557	0.765827863	0.687173418	0.722314185	0.641953261	0.609670238	0.639234526	0.619242437	0.67236338	0.582900488	0.620423654	0.574978892	0.647486344	0.665098021	0.669152774	0.704151015	0.664216113	0.68955692	0.663235095	0.676069456	0.693448351	0.580081531	0.608466352	0.688624657	0.601305916	0.547363255	0.660617883
29	0.660537531	0.70791005	0.617340074	0.652890282	0.612920237	0.596040141	0.563888281	0.6671994	0.644793467	0.683393871	0.641882066	0.633480635	0.531572604	0.679879742	0.685573554	0.654914636	0.663640385	0.694609876	0.619776133	0.643614326	0.734947578	0.688167848	0.661351773	0.641083089	0.676786022	0.566454384	0.597494854	0.568774998	0	0.595311827	0.638797666	0.699921071	0.655612624	0.650665414	0.620533226	0.573372845	0.681456704	0.705545278	0.67788488	0.714544721	0.659938421	0.623414555	0.701467106	0.649187726	0.641122693	0.607685594	0.525380151	0.640351697	0.673716369	0.723346451	0.720694205	0.754291084	0.687715447	0.726864056	0.722712787	0.638424095	0.664690774	0.631973596	0.605457443	0.741988026	0.623217318	0.626984258	0.712248737
30	0.655843425	0.750795976	0.671741014	0.717132242	0.607520926	0.649670723	0.652652154	0.663664223	0.717407144	0.678973005	0.668124629	0.631500437	0.637071264	0.65203044	0.676535622	0.637185019	0.741247938	0.665971315	0.721198369	0.727233611	0.791280489	0.758649504	0.69056704	0.661247431	0.722480507	0.644775256	0.540425656	0.614605976	0.595311827	0	0.619516534	0.686903404	0.637795919	0.724082767	0.569478362	0.68392134	0.694015404	0.760179677	0.637786144	0.696984575	0.677643696	0.665642956	0.652396906	0.67216035	0.647329751	0.619690238	0.646080659	0.610189142	0.657354959	0.654508374	0.652673591	0.712100402	0.662794844	0.676373847	0.689139696	0.567809992	0.623498686	0.637994779	0.665582276	0.686388389	0.566547597	0.618118397	0.600113478
31	0.628985296	0.667754879	0.641753675	0.663927154	0.696223196	0.67505475	0.65206433	0.729621987	0.655497292	0.747162105	0.651799876	0.590001583	0.644261622	0.725711075	0.700227178	0.6927613	0.674286814	0.618988731	0.637056393	0.643334883	0.706783298	0.68135445	0.652450402	0.620226566	0.62794478	0.630510032	0.580406107	0.698149505	0.638797666	0.619516534	0	0.621149086	0.608354355	0.665285777	0.666011958	0.662313616	0.633115471	0.67172682	0.63025983	0.641127936	0.735912315	0.702216931	0.732167197	0.718574266	0.642416905	0.647260824	0.632225203	0.720563285	0.707030752	0.726666474	0.746735379	0.760608453	0.734108631	0.759607549	0.745475581	0.566729382	0.6182758	0.712336584	0.700203061	0.755360845	0.643647727	0.710276884	0.698160581
32	0.596290681	0.621192626	0.685362897	0.595451767	0.736178557	0.72039137	0.661803025	0.744622882	0.611239294	0.765478432	0.674923031	0.596347947	0.70487059	0.752956034	0.70234084	0.72814991	0.612427872	0.571687253	0.688131749	0.655804478	0.664485698	0.686290283	0.688276301	0.623480123	0.616965138	0.685115918	0.632678195	0.724358822	0.699921071	0.686903404	0.621149086	0	0.593803774	0.595519439	0.703920819	0.681261602	0.623791568	0.625861168	0.637336833	0.563731022	0.759790534	0.736625594	0.758886987	0.743791413	0.6153684	0.676010944	0.648102423	0.733474325	0.745215611	0.746257989	0.775722516	0.797662991	0.753550045	0.777247306	0.769807215	0.630393686	0.604873113	0.726369916	0.729802728	0.778419923	0.663863664	0.747481988	0.745685054
33	0.613369406	0.700391165	0.702176958	0.661930247	0.677738234	0.685134262	0.656566853	0.728384586	0.653982977	0.721100404	0.679855768	0.613801804	0.679887971	0.715992314	0.692124758	0.669713012	0.686830527	0.60574716	0.703918473	0.695072117	0.730581101	0.727422762	0.691422693	0.623092942	0.662733734	0.670922478	0.616462235	0.681571312	0.655612624	0.637795919	0.608354355	0.593803774	0	0.653605695	0.651549227	0.688404942	0.658375952	0.689532316	0.622130021	0.595263429	0.725207256	0.703766774	0.718771536	0.71593352	0.634400955	0.639661184	0.665937513	0.681483109	0.701084811	0.717114552	0.736258395	0.757524439	0.736079392	0.739609068	0.74823543	0.605298542	0.573962372	0.699338327	0.723326138	0.726277819	0.599769015	0.688212323	0.694063152
34	0.610627968	0.605791453	0.653320293	0.556685463	0.723914355	0.694914167	0.610188091	0.741114049	0.55699284	0.766090189	0.689269908	0.623774252	0.657017127	0.749303968	0.725119135	0.732435713	0.546871936	0.633076514	0.617186574	0.607573935	0.587436119	0.582790427	0.690667211	0.619879976	0.610426259	0.640135056	0.678439054	0.705494094	0.650665414	0.724082767	0.665285777	0.595519439	0.653605695	0	0.720124638	0.608001291	0.656551714	0.600515393	0.641992187	0.623202944	0.746852664	0.711500141	0.763395023	0.738428404	0.622476179	0.660623549	0.615289173	0.749037568	0.737426058	0.746303948	0.782066735	0.797308208	0.758545006	0.784756849	0.777157807	0.679672783	0.629284476	0.727842551	0.685312754	0.787753236	0.689338794	0.753475527	0.788235853
35	0.690788156	0.746886465	0.687949604	0.736944963	0.520492702	0.599601288	0.659757893	0.611770397	0.717325319	0.596858801	0.643540745	0.66040378	0.66945308	0.586037467	0.621397796	0.57886912	0.737864602	0.705933206	0.726748944	0.72583088	0.782894812	0.762915901	0.702349977	0.66470858	0.72919143	0.664073529	0.614988023	0.585515783	0.620533226	0.569478362	0.666011958	0.703920819	0.651549227	0.720124638	0	0.689058006	0.701944202	0.756518418	0.668080785	0.707678402	0.595476614	0.597336347	0.55610789	0.586477981	0.669050111	0.55829293	0.648088597	0.533478717	0.592641634	0.582477321	0.607879838	0.677863194	0.583795077	0.607084396	0.615562365	0.65141232	0.652008075	0.6088404	0.606827376	0.626998485	0.577657805	0.602748324	0.64499897
36	0.657798813	0.651550325	0.668050581	0.620800014	0.687504923	0.657588968	0.59780116	0.718411497	0.605278925	0.736605703	0.656462285	0.638666594	0.574129395	0.733159126	0.696858963	0.707789831	0.599963968	0.687398973	0.615431202	0.600188546	0.659067853	0.629799134	0.677180639	0.648020706	0.674759546	0.588875811	0.646091815	0.656872541	0.573372845	0.68392134	0.662313616	0.681261602	0.688404942	0.608001291	0.689058006	0	0.673009936	0.663207508	0.676624402	0.702165884	0.707408638	0.691956406	0.743247631	0.70241864	0.634560458	0.649985422	0.566186334	0.712169571	0.723606646	0.740154958	0.769274296	0.793608666	0.738512606	0.7718047	0.748625029	0.686122419	0.675294166	0.688501706	0.648883678	0.769409785	0.69040256	0.705726742	0.782642821
