	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126
53	0	0.61763223	0.60574716	0.633278988	0.6344955	0.571116702	0.571687253	0.592413213	0.633076514	0.577715955	0.668732136	0.579579442	0.687657767	0.719111653	0.689441202	0.618669357	0.636059843	0.665971315	0.687398973	0.612890879	0.618988731	0.694609876	0.682735492	0.729412193	0.760826338	0.718113362	0.705933206	0.759838149	0.716916699	0.74739498	0.738080017	0.734451251	0.733578205	0.614548301	0.717747695	0.685335832	0.718949106	0.740028524	0.736332231	0.642934504	0.725177872	0.764781158	0.760999542	0.781376121	0.721379747	0.702937499	0.763530481	0.739093698	0.765882872	0.742564758	0.733184425	0.764070304	0.651777642	0.699046969	0.639383851	0.646452393	0.707598009	0.655794776	0.676375681	0.67912942	0.694631026	0.704755804	0.642614473
54	0.61763223	0	0.653982977	0.562202451	0.560901839	0.640815992	0.611239294	0.598676907	0.55699284	0.611317903	0.587866381	0.660446391	0.638833951	0.649757982	0.652814242	0.631412033	0.694266386	0.717407144	0.605278925	0.694686007	0.655497292	0.644793467	0.674414591	0.695752535	0.763966781	0.697766096	0.717325319	0.777295647	0.712971965	0.774564535	0.731502434	0.734059669	0.714371707	0.650821802	0.70702014	0.669069876	0.729188555	0.733944508	0.787487581	0.694983258	0.726787727	0.780391127	0.78810644	0.801836489	0.729080353	0.719895555	0.787476125	0.732144981	0.745111678	0.748823844	0.754081482	0.768886294	0.645376898	0.677340647	0.66807289	0.611904662	0.67639751	0.623407289	0.619828809	0.611633035	0.613408806	0.643071292	0.64427228
55	0.60574716	0.653982977	0	0.661930247	0.686830527	0.595263429	0.593803774	0.634400955	0.653605695	0.613369406	0.656566853	0.573962372	0.665937513	0.679887971	0.670922478	0.613801804	0.616462235	0.637795919	0.688404942	0.605298542	0.608354355	0.655612624	0.639661184	0.723326138	0.721100404	0.685134262	0.651549227	0.74823543	0.677738234	0.718771536	0.728384586	0.681483109	0.703766774	0.622130021	0.681571312	0.679855768	0.699338327	0.688212323	0.694063152	0.599769015	0.692124758	0.736258395	0.739609068	0.757524439	0.701084811	0.669713012	0.726277819	0.71593352	0.725207256	0.715992314	0.717114552	0.736079392	0.623092942	0.702176958	0.658375952	0.700391165	0.691422693	0.689532316	0.695072117	0.730581101	0.727422762	0.703918473	0.662733734
56	0.633278988	0.562202451	0.661930247	0	0.550757916	0.643409195	0.595451767	0.609388486	0.556685463	0.597092394	0.605400882	0.649234293	0.623852311	0.670192261	0.645018303	0.644645135	0.668994677	0.717132242	0.620800014	0.68335631	0.663927154	0.652890282	0.679109266	0.701009106	0.762952203	0.719631069	0.736944963	0.78491396	0.732175277	0.773193992	0.743808255	0.750192879	0.714460919	0.662335664	0.705007017	0.686496385	0.727854033	0.748157778	0.781540509	0.697001511	0.731207658	0.792398705	0.791654555	0.817590164	0.736835102	0.7320233	0.795870745	0.75490755	0.758552268	0.762481581	0.767663453	0.774311826	0.651898976	0.657395818	0.661102339	0.626162266	0.692836818	0.631006748	0.625684048	0.62542155	0.620543238	0.661258413	0.643464542
57	0.6344955	0.560901839	0.686830527	0.550757916	0	0.656060721	0.612427872	0.61886592	0.546871936	0.625966386	0.615678518	0.667397669	0.608718153	0.657020281	0.632487942	0.636812332	0.696857438	0.741247938	0.599963968	0.704452234	0.674286814	0.663640385	0.688033818	0.69937783	0.773172355	0.690722162	0.737864602	0.785896989	0.736065876	0.781208371	0.747385986	0.764337897	0.727266976	0.674382437	0.71681648	0.692128542	0.738026668	0.761421564	0.801415774	0.719419631	0.738919377	0.801861553	0.801374921	0.812580753	0.756613023	0.744822207	0.801059059	0.747443687	0.760534029	0.760879723	0.76566019	0.767668217	0.658827005	0.662200311	0.639927422	0.594067182	0.676337397	0.617860955	0.605991461	0.602847724	0.596770111	0.618477748	0.619594507
58	0.571116702	0.640815992	0.595263429	0.643409195	0.656060721	0	0.563731022	0.612143376	0.623202944	0.644131775	0.684471856	0.576583283	0.715869652	0.728066497	0.703666352	0.645459204	0.668293184	0.696984575	0.702165884	0.657341434	0.641127936	0.714544721	0.694587586	0.744595181	0.762331425	0.729943526	0.707678402	0.768563507	0.735329364	0.750574825	0.751231297	0.73486117	0.750845533	0.621798932	0.722314185	0.705116528	0.729450568	0.740834378	0.742637638	0.648494923	0.722869261	0.758306758	0.770912734	0.793084734	0.736756511	0.715848188	0.769805755	0.74816558	0.765779803	0.757992935	0.728167039	0.76095474	0.656750542	0.718299635	0.638958149	0.683012202	0.734143601	0.662025961	0.703274258	0.680823135	0.700271284	0.730234932	0.650910301
59	0.571687253	0.611239294	0.593803774	0.595451767	0.612427872	0.563731022	0	0.6153684	0.595519439	0.596290681	0.661803025	0.604873113	0.648102423	0.70487059	0.685115918	0.596347947	0.632678195	0.686903404	0.681261602	0.630393686	0.621149086	0.699921071	0.676010944	0.729802728	0.765478432	0.72039137	0.703920819	0.769807215	0.736178557	0.758886987	0.744622882	0.733474325	0.736625594	0.637336833	0.724358822	0.674923031	0.726369916	0.747481988	0.745685054	0.663863664	0.70234084	0.775722516	0.777247306	0.797662991	0.745215611	0.72814991	0.778419923	0.743791413	0.759790534	0.752956034	0.746257989	0.753550045	0.623480123	0.685362897	0.623791568	0.621192626	0.688276301	0.625861168	0.655804478	0.664485698	0.686290283	0.688131749	0.616965138
60	0.592413213	0.598676907	0.634400955	0.609388486	0.61886592	0.612143376	0.6153684	0	0.622476179	0.601654958	0.608467128	0.598500347	0.638853099	0.653389056	0.644989162	0.610038438	0.625608663	0.647329751	0.634560458	0.647614998	0.642416905	0.641122693	0.629878978	0.673995745	0.719180293	0.678761357	0.669050111	0.746097213	0.680324675	0.719151542	0.704729312	0.694266315	0.679010652	0.623688698	0.67236338	0.674746889	0.677117509	0.691365624	0.711444299	0.611705521	0.697865418	0.730339334	0.748154543	0.768509548	0.698541536	0.686032358	0.740809033	0.713098767	0.71644282	0.713585254	0.702089811	0.713854114	0.624845007	0.641123845	0.618619572	0.66519206	0.645281655	0.640943544	0.615801173	0.664176863	0.674493616	0.674428879	0.660160665
61	0.633076514	0.55699284	0.653605695	0.556685463	0.546871936	0.623202944	0.595519439	0.622476179	0	0.610627968	0.610188091	0.629284476	0.615289173	0.657017127	0.640135056	0.623774252	0.678439054	0.724082767	0.608001291	0.679672783	0.665285777	0.650665414	0.660623549	0.685312754	0.766090189	0.694914167	0.720124638	0.777157807	0.723914355	0.763395023	0.741114049	0.749037568	0.711500141	0.641992187	0.705494094	0.689269908	0.727842551	0.753475527	0.788235853	0.689338794	0.725119135	0.782066735	0.784756849	0.797308208	0.737426058	0.732435713	0.787753236	0.738428404	0.746852664	0.749303968	0.746303948	0.758545006	0.619879976	0.653320293	0.656551714	0.605791453	0.690667211	0.600515393	0.607573935	0.587436119	0.582790427	0.617186574	0.610426259
