	24	25	26	27	28	32	33	34	36	37	38	40	41	42	43	44	45	46	47	48	75	76	77	78	79	80	81	82	83	84	85	10LD	12LD	13LD	14LD	15LD	16LD	17LD	18LD	19LD	1LD	20LD	21LD	22LD	23LD	2LD	3LD	4LD	6LD	7LD	8LD	9LD
1LD	0.666395048	0.672231752	0.675842491	0.686385855	0.691911798	0.702438065	0.721351894	0.705332075	0.674521866	0.759787034	0.694750579	0.701606266	0.68508621	0.716042168	0.721871757	0.718082807	0.679678191	0.735625567	0.72227584	0.702107062	0.716649524	0.698794394	0.664077691	0.701502929	0.742794049	0.784856479	0.798396255	0.706160134	0.709496229	0.692843923	0.70746806	0.785696333	0.739056343	0.722774691	0.722202467	0.726945655	0.751341397	0.692123333	0.710937512	0.667588274	0	0.700560464	0.675860186	0.710888886	0.682711267	0.638278797	0.683708276	0.686655375	0.660544703	0.718350213	0.70587696	0.729204058
20LD	0.597189894	0.628811246	0.609712993	0.607647874	0.623928946	0.619583878	0.670889509	0.656280749	0.612615664	0.672552544	0.615762865	0.671477586	0.648064308	0.643197675	0.662767054	0.642869066	0.669021167	0.641855076	0.638478564	0.673492631	0.630430539	0.685988003	0.670250298	0.658227725	0.675876209	0.717285162	0.778368977	0.675188286	0.687976315	0.631309427	0.659550126	0.745043747	0.70443756	0.664011737	0.667645333	0.711664312	0.675254953	0.628923035	0.673202897	0.614075695	0.700560464	0	0.587925407	0.623287161	0.652918447	0.653819882	0.628719712	0.644483106	0.668606161	0.685105494	0.655086399	0.612220667
21LD	0.525155425	0.569612254	0.532413061	0.56854037	0.503213843	0.630358027	0.64061571	0.625979971	0.612356461	0.648603142	0.592982198	0.608519232	0.595346374	0.609833761	0.618230056	0.620739367	0.6299507	0.588549862	0.583318302	0.633645412	0.620565492	0.607530981	0.657077159	0.634075949	0.639324514	0.683341634	0.746028788	0.635780739	0.617525564	0.591245262	0.625264649	0.760204372	0.635208882	0.605142052	0.634100149	0.665901842	0.681553394	0.580166755	0.604789558	0.531667962	0.675860186	0.587925407	0	0.614380557	0.587375911	0.612493548	0.551234278	0.603103943	0.631867694	0.614665755	0.64800103	0.630445939
22LD	0.625598989	0.618075646	0.644049117	0.60168388	0.629688585	0.644237314	0.668119259	0.667628208	0.678398724	0.715042917	0.654651304	0.696731195	0.63009774	0.655657645	0.668915038	0.630186234	0.643701751	0.64019765	0.655211835	0.669454347	0.68229666	0.669473397	0.655250696	0.70934901	0.667740645	0.728901588	0.798205043	0.702427728	0.681541382	0.655157268	0.6655602	0.688274917	0.698623152	0.679357026	0.685691002	0.688746367	0.723551272	0.626790346	0.67258751	0.642566738	0.710888886	0.623287161	0.614380557	0	0.679818034	0.665038119	0.665743885	0.662067735	0.664448674	0.682757098	0.641140267	0.615630275
23LD	0.594157791	0.636208529	0.656293884	0.586301195	0.536045854	0.630606223	0.635182223	0.677625156	0.650073565	0.665007184	0.648524648	0.630701231	0.635733521	0.646990221	0.612329403	0.63183061	0.628730243	0.568093699	0.627127079	0.579962986	0.654217608	0.633341816	0.656292866	0.668292998	0.63385036	0.67970513	0.737757175	0.692611674	0.63223534	0.633482961	0.65389409	0.718662125	0.603259265	0.633904116	0.586372108	0.611704286	0.657803411	0.65945039	0.629375082	0.580598728	0.682711267	0.652918447	0.587375911	0.679818034	0	0.645888793	0.655057144	0.616172749	0.644788973	0.617740516	0.643118671	0.658503854
2LD	0.635160737	0.623579163	0.63174988	0.60305274	0.641517157	0.647160669	0.66062929	0.672940288	0.650984154	0.692687763	0.640705891	0.63672873	0.644838943	0.704590997	0.689188181	0.687708445	0.6495852	0.661093382	0.680069539	0.637809923	0.647083293	0.623096943	0.651557191	0.656144424	0.626630572	0.710810784	0.771532787	0.668640591	0.662945853	0.616457889	0.676674707	0.749199455	0.70334688	0.689404073	0.683734291	0.694178587	0.704342749	0.682037498	0.674087432	0.634406453	0.638278797	0.653819882	0.612493548	0.665038119	0.645888793	0	0.601542242	0.641200101	0.643101192	0.662820526	0.652943609	0.688764046
3LD	0.610159613	0.58258821	0.624004489	0.605435179	0.620620309	0.623814287	0.616503029	0.618460239	0.596441346	0.657641568	0.608527481	0.600702767	0.626667347	0.650196742	0.683938109	0.659126818	0.651984011	0.629524403	0.662394847	0.64565634	0.649876016	0.607547487	0.654156629	0.610476562	0.663728086	0.715527606	0.749930476	0.642154739	0.653927635	0.613951291	0.659887753	0.77252649	0.711690041	0.625647505	0.672214065	0.688540897	0.701691662	0.615600742	0.665221698	0.607174503	0.683708276	0.628719712	0.551234278	0.665743885	0.655057144	0.601542242	0	0.588570251	0.639423742	0.671459086	0.622070043	0.650413403
4LD	0.604630084	0.549744425	0.560588609	0.611431604	0.594148432	0.604827382	0.597274822	0.653412806	0.663471123	0.654482757	0.619076219	0.609469813	0.658653807	0.660672105	0.639552965	0.655569619	0.662023105	0.641132706	0.642512897	0.669224663	0.553386291	0.609467239	0.608433212	0.647116808	0.636059713	0.67132736	0.730356625	0.619444735	0.611247602	0.609516922	0.593897087	0.769521355	0.648968852	0.621031092	0.641067989	0.633010972	0.671225542	0.661851795	0.632851594	0.601012896	0.686655375	0.644483106	0.603103943	0.662067735	0.616172749	0.641200101	0.588570251	0	0.566453238	0.595075067	0.620545509	0.601873976
6LD	0.616883468	0.624429916	0.632182044	0.636397736	0.655322768	0.630709549	0.657790923	0.684626125	0.686480195	0.67884156	0.656578758	0.633777461	0.667123204	0.673577768	0.669605422	0.679956741	0.672832977	0.647632004	0.667032501	0.696598183	0.639139227	0.645227873	0.651144523	0.692954989	0.64618392	0.673802508	0.715226565	0.65154876	0.630241961	0.629849123	0.659629892	0.773362603	0.694457983	0.657019885	0.674782865	0.692150259	0.738407445	0.714224772	0.680360424	0.638270158	0.660544703	0.668606161	0.631867694	0.664448674	0.644788973	0.643101192	0.639423742	0.566453238	0	0.623233861	0.675101866	0.665563108
7LD	0.614854085	0.649052027	0.62558397	0.614015237	0.666257445	0.664208767	0.657751424	0.711094225	0.699628043	0.689441032	0.71427001	0.665493829	0.660690336	0.680398691	0.576614888	0.612143368	0.667152411	0.619614179	0.606814827	0.642217772	0.660100729	0.628949429	0.67151662	0.713899008	0.662406556	0.683894426	0.749747373	0.666958879	0.652568958	0.624172555	0.673601489	0.770394598	0.612625962	0.637865437	0.602320818	0.649439899	0.735334435	0.711831679	0.632543919	0.624700819	0.718350213	0.685105494	0.614665755	0.682757098	0.617740516	0.662820526	0.671459086	0.595075067	0.623233861	0	0.69907978	0.679013042
8LD	0.636531195	0.678615473	0.653696559	0.621247263	0.629342824	0.649930623	0.643063438	0.6307895	0.603775338	0.718007754	0.634562616	0.65326364	0.646518919	0.660543127	0.682972089	0.661394309	0.642494544	0.650905815	0.655342496	0.652212491	0.6622372	0.636138456	0.683802537	0.669065563	0.684471088	0.751566896	0.808827449	0.717442821	0.674965769	0.674161162	0.686283126	0.721334265	0.703589745	0.672486519	0.675631955	0.677030344	0.653230704	0.594760215	0.676241421	0.599397382	0.70587696	0.655086399	0.64800103	0.641140267	0.643118671	0.652943609	0.622070043	0.620545509	0.675101866	0.69907978	0	0.618937658
9LD	0.601729024	0.619543858	0.617712929	0.608948662	0.61407939	0.62801208	0.656551546	0.680668233	0.687673959	0.678030457	0.667233499	0.66618755	0.645597793	0.666563721	0.665711001	0.631161716	0.674211705	0.646224545	0.646340952	0.675309038	0.613239058	0.661143572	0.651321158	0.691224303	0.665662434	0.746942137	0.807994726	0.668138692	0.687200504	0.672871973	0.630897828	0.692743613	0.705750219	0.588441692	0.656618857	0.647746269	0.687637411	0.621339845	0.662413335	0.61601369	0.729204058	0.612220667	0.630445939	0.615630275	0.658503854	0.688764046	0.650413403	0.601873976	0.665563108	0.679013042	0.618937658	0
